Search Parameters	Year	Mo	Dy	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
[]	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1847	5	8	NA	NA	NA	NA	NA	"JAPAN:  ZENKOJI, NAGANO"	37	138	NA	7.4	NA	12000	4	NA	NA	NA	NA	NA	4	34000	4	NA	NA	12000	4	NA	NA	NA	NA	NA	4	34000	4	NA	NA
	1847	5	23	NA	NA	NA	751	NA	PERU:  CALLAO	-12.1	-77.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1847	6	21	NA	NA	0	NA	NA	RUSSIA:  KURIL ISLANDS	46	152	40	7.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1847	8	7	NA	NA	NA	NA	NA	"EGYPT:  AL-FAYYUM, CAIRO"	29.5	30.5	NA	NA	11	185	3	NA	NA	NA	4	NA	4	4072	4	4072	4	126	3	NA	NA	NA	4	NA	4	4072	4	NA	4
	1847	10	2	NA	NA	NA	NA	NA	MEXICO:  OAXACA	17	-96.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA
	1847	10	8	NA	NA	NA	NA	NA	CHILE:  COQUIMBO	-31.61	-71.18	NA	7.3	8	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA
	1847	10	19	NA	NA	NA	756	NA	CHILE:  COQUIMBO	-31.61	-71.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1847	10	31	NA	NA	NA	757	NA	INDIA:  LITTLE NICOBAR ISLAND	7.333	93.667	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA
	1847	11	16	NA	NA	NA	NA	NA	INDONESIA:  JAVA:  CHERIBON	-6.67	108.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1847	12	19	6	0	NA	NA	NA	PORTUGAL:  LISBON	38.7	-9.2	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA
	1848	1	11	NA	NA	0	NA	NA	ITALY:  SICILY	37.2	15.2	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1848	2	NA	NA	NA	NA	NA	NA	MOROCCO:  MELILLA	35.3	-2.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1848	5	31	NA	NA	0	NA	NA	"MEXICO:  OAXACA,GUERRERO"	17	-96.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1848	7	12	NA	NA	NA	759	NA	FRENCH POLYNESIA:  TAHITI	-17.9	-149.9	NA	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1848	10	15	14	10	NA	760	NA	NEW ZEALAND:  N.	-41.3	174.5	NA	7.9	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
	1848	10	17	4	10	NA	5485	NA	NEW ZEALAND:  COOK STRAIT	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2
	1848	10	18	17	33	NA	5486	NA	"NEW ZEALAND:  AWATERE RIVER, MARLBOROUGH"	-41.67	174	NA	6	NA	3	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	3	1	NA	NA	NA	NA	NA	NA	NA	2	NA	NA
	1848	12	3	NA	NA	NA	NA	NA	TAIWAN: ZHANGHUA	24.1	120.5	NA	6.8	9	1001	4	NA	NA	NA	4	NA	4	20300	1	NA	NA	1001	4	NA	NA	NA	NA	NA	4	20300	4	NA	NA
	1849	1	25	5	10	NA	763	NA	GUAM	14	143.3	NA	7.5	9	NA	NA	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	2	NA	3	NA	3	NA	NA
	1849	2	26	9	30	NA	NA	NA	VENEZUELA:  TACHIRA (LOBATERA)	7.3	-72.3	13	6	9	40	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1849	5	3	10	NA	0	NA	NA	VENEZUELA:  MARACAIBO	10.7	-71.6	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1849	9	28	9	NA	NA	767	NA	RUSSIA:  KAMCHATKA	55	166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
	1849	10	28	9	0	NA	NA	NA	RUSSIA:  KOMANDORSKY ISLAND	55	166	20	7.5	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1849	11	17	10	10	NA	772	NA	CHILE:  COQUIMBO	-29.95	-71.37	NA	7.5	8	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	1850	4	29	NA	NA	0	NA	NA	BALKANS NW:  CROATIA:  STON	42.8	17.7	NA	NA	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1850	9	12	NA	NA	NA	NA	NA	CHINA:  SICHUAN:  XICHANG	27.8	102.3	NA	7.5	10	20650	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	20650	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	1850	NA	NA	NA	NA	NA	NA	NA	CHINA:  GANSU PROVINCE:  WUSBAN	34.7	104.9	NA	5	6	NA	2	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	1	NA	NA
	1851	1	1	NA	NA	0	NA	NA	SWITZERLAND	46.3	8	NA	NA	6	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1851	1	20	NA	NA	0	NA	NA	ALBANIA	41.2	20.2	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1851	2	2	10	NA	NA	NA	NA	COLOMBIA:  CARTAGENA	10.4	-76.4	NA	5	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA
	1851	2	28	13	NA	NA	775	NA	TURKEY:  FETHIYE; GREECE:  RHODES	36.5	28.8	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1851	4	2	10	48	NA	777	NA	CHILE:  VALPARAISO	-33.32	-71.42	NA	7.1	8	NA	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1851	4	19	14	30	NA	NA	NA	PAKISTAN:  GAVADER	25.1	62.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1851	5	15	16	10	0	781	NA	CALIFORNIA:  NORTHERN	37.8	-122.4	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1851	5	16	13	NA	0	NA	NA	GUADELOUPE:  POINTE-A-PITRE	16.2	-61.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1851	5	26	18	14	NA	783	NA	CHILE:  COPIAPO	-27.35	-70.35	NA	7.2	10	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1851	8	14	1	23	NA	NA	NA	"ITALY:  MELFI, RAPOLLA, BARILE, RIONERO, MT VULTURE"	41	15.7	NA	NA	11	671	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	671	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1851	10	12	6	NA	NA	784	NA	"ALBANIA:  VLORE (VALONA),BERAT; TURKEY"	40.5	19.7	NA	6.6	11	2000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	2000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA
	1851	10	17	NA	NA	NA	NA	NA	ALBANIA:  BERAT	40.5	19.7	NA	NA	10	400	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	400	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1851	11	13	2	51	0	785	NA	CALIFORNIA:  NORTHERN	40	-122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1851	NA	NA	NA	NA	0	NA	NA	IRAN:  SHAHRUD	36.2	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	1	9	NA	NA	NA	5454	NA	INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG	-6.5	105.5	150	6.5	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1
	1852	1	24	NA	NA	0	NA	NA	MEXICO:  OAXACA	17	-96.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	1	24	NA	NA	NA	NA	NA	"PAKISTAN:  UPPER SINDH, FORT KAHAN, MURREE HILLS"	27.7	68.8	NA	NA	NA	350	3	NA	NA	NA	NA	NA	3	NA	3	NA	3	350	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1852	2	22	NA	NA	0	NA	NA	IRAN:  KHABUSHAN (NW KUCHAN)	37.1	58.4	10	5.8	9	2000	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	4	16	22	16	0	NA	NA	AZORES:  SAO MIGUEL (SAN MIGUEL)	37.5	-25.3	NA	NA	10	12	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	12	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA
	1852	5	26	NA	NA	NA	NA	NA	CHINA: NINGXIA	37.5	105.2	NA	6	8	300	3	NA	NA	400	3	NA	3	20000	4	NA	NA	300	3	NA	NA	400	3	NA	3	20000	4	NA	NA
	1852	7	17	NA	NA	NA	788	NA	CUBA: SANTIAGO DE CUBA	20	-75.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	7	24	NA	NA	0	NA	NA	TURKEY	39.9	41.3	NA	7.3	NA	17	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	9	16	10	45	NA	790	NA	"PHILIPPINES:  LUZON:  BATAAN, RIZAL, PAMPANGA,MANILA"	14	120.5	NA	7.5	9	3	1	NA	NA	1	1	NA	3	NA	3	NA	NA	3	1	NA	NA	1	1	NA	3	NA	3	NA	NA
	1852	11	11	0	0	NA	794	NA	INDONESIA:  SUMATRA:  SIBOLGA	1.5	98	NA	6.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	11	19	NA	NA	NA	796	NA	INDONESIA:  AMBON ISLAND	-3.7	128.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	11	25	7	9	0	798	NA	CALIFORNIA:  NORTHERN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	11	25	22	40	NA	799	NA	INDONESIA:  MALUKU:  BANDANAIRA	-5.25	129.75	100	8.3	9	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	60	2	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1852	11	27	NA	NA	NA	801	NA	PERU	-12.1	-77.1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	11	29	NA	NA	NA	802	NA	N. MEXICO	32.5	-115.5	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	12	4	NA	NA	NA	803	NA	S. MEXICO	17	-100	NA	NA	NA	1	1	NA	NA	NA	4	NA	3	NA	3	NA	NA	1	1	NA	NA	NA	4	NA	3	NA	3	NA	NA
	1852	12	21	10	NA	0	NA	NA	AZORES:  FAIAL	38.3	-28.4	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1852	12	24	NA	NA	NA	NA	NA	"PHILIPPINES:  BATANGAS, N MINDANAO"	13.8	121.1	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
	1852	12	24	NA	NA	NA	804	NA	INDONESIA:  BANDANEIRA	-5	130.5	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	2	NA	NA
	1853	2	1	21	NA	0	NA	NA	CALIFORNIA:  SAN SIMEON	35.5	-121	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1853	3	11	NA	NA	0	NA	NA	JAPAN:  ODAWARA	35.5	139.5	NA	NA	NA	79	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1853	4	9	NA	NA	0	NA	NA	"ITALY:  CAPOSELE,CALABRITTO,LIONI"	40.9	15.2	NA	NA	9	12	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1853	4	22	NA	NA	NA	NA	NA	IRAN:  SHIRAZ	29.6	52.5	NA	NA	9	13000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	13000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA
	1853	5	18	20	NA	0	NA	NA	ITALY:  S	40.8	15.2	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1853	7	15	NA	NA	NA	807	NA	VENEZUELA:  CUMANA	10.5	-64.2	14	6.7	9	1000	3	NA	NA	NA	3	NA	3	NA	3	NA	NA	1000	3	NA	NA	NA	3	NA	3	NA	3	NA	NA
	1853	8	18	8	30	NA	808	NA	"GREECE:  THEBES, BOEOTIA"	38.25	23.5	NA	NA	9	17	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	17	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1853	10	3	NA	NA	NA	5475	NA	JAPAN:  OKINAWA	26.2	127.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1853	11	NA	NA	NA	0	810	NA	RUSSIA:  KURIL ISLANDS	47	154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1853	12	24	NA	NA	NA	811	NA	TONGA TRENCH	-21.167	-175.167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1853	NA	NA	NA	NA	NA	NA	NA	"PHILIPPINES:  CAMARINES, DAET"	14	123	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA
	1854	1	2	NA	NA	0	NA	NA	MEXICO:  DURANGO	24	-104.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	1	4	NA	NA	NA	815	NA	INDONESIA:  BANDA SEA	-3.5	128.6	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	1	13	NA	NA	0	NA	NA	MEXICO:  TLAPUJAHUA	19.8	-100.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	1	27	18	10	0	818	NA	ALASKA:  GULF OF ALASKA	57	-152	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	2	12	NA	NA	NA	NA	NA	"ITALY:  CONNICI,COSENZA,PIETRAFITTA,PATERNO"	39.3	16.3	NA	NA	10	468	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	4	14	NA	NA	NA	NA	NA	EL SALVADOR:  SAN SALVADOR	13.8	-89.2	NA	NA	NA	1000	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
	1854	5	5	NA	NA	0	NA	NA	"MEXICO:  VERACRUZ,OAXACA"	17	-96.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	5	31	12	59	NA	819	NA	CALIFORNIA:  SOUTHERN	34.4	-119.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	6	16	17	NA	0	NA	NA	ITALY:  N	44.3	11.8	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	7	9	NA	NA	NA	NA	NA	"JAPAN:  IGA, ISE, YAMATO"	35	136	NA	NA	NA	1352	4	NA	NA	NA	NA	NA	3	5000	4	NA	NA	1352	4	NA	NA	NA	NA	NA	3	5000	4	NA	NA
	1854	7	20	1	45	NA	NA	NA	"FRANCE:  BAGNERES, GRIPP, LOURDES, ARGES"	43	-0.1	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
	1854	7	30	2	30	NA	NA	NA	"ALBANIA:  DELVINE, SULI, GZIG"	39.5	20.5	NA	NA	10	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
	1854	8	4	NA	NA	NA	824	NA	COSTA RICA-PANAMA	8.5	-83	NA	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	8	7	NA	NA	NA	825	NA	COSTA RICA-PANAMA	8.5	-83	NA	7.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	1
	1854	9	22	NA	NA	NA	NA	NA	"IRAN:  TABRIZ, KHVOY (KHOI)"	38.06	45.03	NA	4.5	6	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA
	1854	9	27	NA	NA	NA	827	NA	INDONESIA:  MALUKU:  TERNATE ISLAND	0.8	127.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	10	22	3	35	NA	829	NA	CALIFORNIA:  NORTHERN	37.8	-122.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1854	12	23	0	0	NA	835	NA	JAPAN:  ENSHUNADA SEA	34	137.9	NA	8.3	NA	300	3	NA	NA	NA	NA	NA	3	600	3	NA	NA	1000	3	NA	NA	NA	NA	NA	4	8900	4	NA	NA
	1854	12	24	8	0	0	837	NA	JAPAN:  NANKAIDO	33.1	135	NA	8.4	NA	NA	3	NA	NA	NA	NA	NA	3	10000	4	NA	NA	3000	4	NA	NA	NA	NA	NA	4	20000	4	15000	4
	1854	12	24	NA	NA	NA	NA	NA	CHINA: SICHUAN PROVINCE	29.1	107.1	NA	5.5	7	NA	3	NA	NA	NA	NA	NA	2	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	2	NA	NA
	1854	12	29	2	45	NA	3377	NA	"FRANCE:  CAGNES, BAR, ST PAUL, GRASSE, MENTON, NICE"	43.8	7.9	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	2
	1855	1	23	9	NA	NA	839	NA	"NEW ZEALAND:  WELLINGTON,WAIOURU,WANGANUI,OTAKI"	-41.25	175	33	8	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	1
	1855	2	1	NA	NA	0	NA	NA	"MEXICO:  GUERRERO,OAXACA"	17	-96.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	2	11	12	0	NA	5507	NA	NEW ZEALAND	-39.2	177.6	25	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	2	28	1	NA	NA	NA	NA	"TURKEY:  TAYABAS, BURSA"	40.2	29.1	NA	6.7	10	1900	4	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	3	8	NA	NA	0	NA	NA	MEXICO:  OAXACA	17	-96.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	3	20	0	30	0	844	NA	CALIFORNIA:  NORTHERN	40.75	-124.2	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	3	22	NA	NA	0	NA	NA	PHILIPPINES:  S LUZON	16	121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	4	11	17	40	NA	NA	NA	TURKEY:  BURSA	40.2	29.1	NA	NA	10	400	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	4	29	NA	NA	NA	NA	NA	TURKEY:  BURSA	40.2	29.1	NA	6.7	NA	1300	4	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	7	3	NA	NA	0	NA	NA	"ALBANIA: SHKODER, BUCHATI, ZADRIME, JUBANI, KOSMACI"	42	19.5	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	7	11	4	15	NA	846	NA	CALIFORNIA:  LOS ANGELES	34.1	-118.1	NA	6	8	NA	NA	NA	NA	NA	NA	NA	2	1	1	26	1	NA	NA	NA	NA	NA	NA	NA	2	1	1	26	1
	1855	7	14	NA	NA	NA	NA	NA	INDONESIA:  MALUKU:  TERNATE ISLAND	0.8	127.3	NA	NA	9	34	1	NA	NA	NA	NA	NA	2	1	1	NA	2	34	1	NA	NA	NA	NA	NA	2	1	1	NA	2
	1855	7	25	12	NA	NA	NA	NA	SWITZERLAND:  HAUT-VALAIS	46.3	7.9	NA	NA	8	1	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	8	11	9	15	NA	847	NA	CHILE:  VALPARAISO	-33	-71.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	8	22	12	NA	0	NA	NA	ALGERIA	37.1	5.7	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
	1855	9	25	NA	NA	NA	848	NA	HONDURAS: TRUJILLO	15.91	-85.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
